Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2011,Commercial HMO,SelectHealth,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),20.26,,26.19,28.12,Admin+Chart Review,,
2011,Commercial HMO,United Healthcare,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),31.75,,26.19,28.12,Admin+Chart Review,,
2012,Commercial HMO,Altius,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control.,24.41,,22.15,28.89,Administrative,,
2012,Commercial HMO,SelectHealth,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),19.89,,22.15,28.89,Admin+Chart Review,,
2013,Commercial HMO,Altius,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),26.58,,23.24,28.85,Admin+Chart Review,,
2013,Commercial HMO,SelectHealth,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),19.89,,23.24,28.85,Admin+Chart Review,,
2014,Commercial HMO,Altius,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),27.62,,25.04,28.85,Admin+Chart Review,,
2014,Commercial HMO,SelectHealth,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),22.45,,25.04,28.85,Admin+Chart Review,,
2013,Commercial PPO,Aetna,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,33.07,35.25,Not Reportable,,
2013,Commercial PPO,CIGNA,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,33.07,35.25,Not Reportable,,
2013,Commercial PPO,Humana,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),38.44,,33.07,35.25,Admin+Chart Review,,
2013,Commercial PPO,Regence,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,33.07,35.25,Not Reportable,,
2013,Commercial PPO,United Healthcare,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),27.69,,33.07,35.25,Admin+Chart Review,,
2014,Commercial PPO,Aetna,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,48.6,37.6,Not Reported,,
2014,Commercial PPO,CIGNA,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,48.6,37.6,Not Reported,,
2014,Commercial PPO,EMI Health,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),0,,48.6,37.6,Not Reported,,
2014,Commercial PPO,Humana,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),46.77,,48.6,37.6,Admin+Chart Review,,
2014,Commercial PPO,Regence,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),55.96,,48.6,37.6,Admin+Chart Review,,
2014,Commercial PPO,United Healthcare,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control (>9%). (Lower Rate is Better),43.06,,48.6,37.6,Admin+Chart Review,,
2010,Medicaid,Healthy U,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control.,29.2,,30.91,44.83,Admin+Chart Review,,
2010,Medicaid,Molina,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control.,32.62,,30.91,44.83,Admin+Chart Review,,
2011,Medicaid,Healthy U,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),29.2,,30.91,44.83,Admin+Chart Review,,
2011,Medicaid,Molina,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),32.62,,30.91,44.83,Admin+Chart Review,,
2012,Medicaid,Healthy U,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),40.29,,35.53,43.04,Admin+Chart Review,,
2012,Medicaid,Molina,Diabetics who have high blood glucose levels (lower is better),,Percentage of members (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),30.77,,35.53,43.04,Admin+Chart Review,,
2013,Medicaid,Healthy U,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),40.29,,35.53,44.63,Admin+Chart Review,,
2013,Medicaid,Molina,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),30.77,,35.53,44.63,Admin+Chart Review,,
2014,Medicaid,Healthy U,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),46.58,,35.15,45.57,Admin+Chart Review,,
2014,Medicaid,Molina,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),33.33,,35.15,45.57,Admin+Chart Review,,
2014,Medicaid,SelectHealth,Diabetics who have high blood glucose levels (lower is better),,Percentage of members with diabetes (18 - 75 years of age) who have poor HbA1c control. (Lower Rate is Better),25.55,,35.15,45.57,Admin+Chart Review,,
2017,PPO,PEHP,CIS Childhood Imm Status,Combo 2 Rate,,30.87,,,69.56,A,cis,rateco2
2010,Commercial HMO,Altius,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,38.34,,38.72,32.82,Admin+Chart Review,,
2010,Commercial HMO,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,43.8,,38.72,32.82,Admin+Chart Review,,
2010,Commercial HMO,United,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,34.04,,38.72,32.82,Admin+Chart Review,,
2011,Commercial HMO,Altius,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,38.34,,38.72,32.82,Admin+Chart Review,,
2011,Commercial HMO,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,43.8,,38.72,32.82,Admin+Chart Review,,
2011,Commercial HMO,United Healthcare,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,34.04,,38.72,32.82,Admin+Chart Review,,
2012,Commercial HMO,Altius,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,69.59,,71.29,63.91,Not Reportable,,
2012,Commercial HMO,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,72.99,,71.29,63.91,Admin+Chart Review,,
2013,Commercial HMO,Altius,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,72.3,,73.2,64.92,Admin+Chart Review,,
2013,Commercial HMO,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,74.09,,73.2,64.92,Admin+Chart Review,,
2014,Commercial HMO,Altius,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,73.05,,74.67,64.92,Admin+Chart Review,,
2014,Commercial HMO,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,76.28,,74.67,64.92,Admin+Chart Review,,
2013,Commercial PPO,Aetna,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,63.21,58.33,Not Reportable,,
2013,Commercial PPO,CIGNA,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,63.21,58.33,Not Reportable,,
2013,Commercial PPO,Humana,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,63.02,,63.21,58.33,Admin+Chart Review,,
2013,Commercial PPO,Regence,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,63.21,58.33,Not Reportable,,
2013,Commercial PPO,United Healthcare,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,63.39,,63.21,58.33,Admin+Chart Review,,
2014,Commercial PPO,Aetna,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,46.52,58.48,Not Reported,,
2014,Commercial PPO,CIGNA,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,46.52,58.48,Not Reported,,
2014,Commercial PPO,EMI Health,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,46.52,58.48,Not Reported,,
2014,Commercial PPO,Humana,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,33.08,,46.52,58.48,Admin+Chart Review,,
2014,Commercial PPO,Regence,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,46.96,,46.52,58.48,Admin+Chart Review,,
2014,Commercial PPO,United Healthcare,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,59.53,,46.52,58.48,Admin+Chart Review,,
2010,Medicaid,Healthy U,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,69.59,,70.27,59.76,Admin+Chart Review,,
2010,Medicaid,Molina,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,70.95,,70.27,59.76,Admin+Chart Review,,
2011,Medicaid,Healthy U,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,69.59,,70.47,59.76,Admin+Chart Review,,
2011,Medicaid,Molina,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,71.36,,70.47,59.76,Admin+Chart Review,,
2012,Medicaid,Healthy U,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,60.93,,64.6,60.95,Admin+Chart Review,,
2017,PPO,PEHP,CIS Childhood Imm Status,Combo 3 Rate,,29.94,,,68.86,A,cis,rateco3
2012,Medicaid,Molina,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,68.27,,64.6,60.95,Admin+Chart Review,,
2013,Medicaid,Healthy U,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,60.93,,64.6,59.02,Admin+Chart Review,,
2013,Medicaid,Molina,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,68.27,,64.6,59.02,Admin+Chart Review,,
2014,Medicaid,Healthy U,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,0,,71.12,60.49,Not Reportable,,
2014,Medicaid,Molina,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,67.6,,71.12,60.49,Admin+Chart Review,,
2014,Medicaid,SelectHealth,Diabetics with blood pressure under 140/90,,Percentage of members with diabetes (18 - 75 years of age) who had a blood pressure less than 140/90 Hg,74.64,,71.12,60.49,Admin+Chart Review,,
